ticker,event_date,event_type,alpha,beta,nearest_earnings_date,days_to_earnings,abs_days_to_earnings,earnings_surprise_pct,pre_earnings,CAR_pre20_pre1,CAR_0_1,CAR_0_5,CAR_0_10,CAR_0_20
ADBE,2025-05-06,S - Sale,-0.0012785028093136,0.781771273072353,2025-06-12 16:00:00,17,17,1.71,True,0.0540698356584474,0.01742057600197,0.0071759533093413,0.0444525244706918,0.0475837929950531
ADI,2024-11-04,S - Sale,-0.0002398203386702,1.201481161628554,2024-11-26 07:00:00,16,16,1.88,True,-0.0254720422367134,-0.0478172694222775,-0.0639233617115712,-0.1129419669756506,-0.0936973850673333
ADI,2024-11-05,S - Sale+OE,-0.0001955980029373,1.198428798960969,2024-11-26 07:00:00,15,15,1.88,True,0.0046303723093091,-0.0417134621060893,-0.0623848435619965,-0.1123500486307563,-0.0537838555320688
ADI,2024-12-12,S - Sale+OE,-0.0004789988440493,1.1572533628507435,2024-11-26 07:00:00,-11,11,1.88,False,-0.0364527293055122,0.0048622089778092,-0.0177115887375403,0.0052078166637114,0.0268919119739058
ADI,2025-01-03,S - Sale+OE,-0.0002250780792009,1.1797603119415814,2024-11-26 07:00:00,-25,25,1.88,False,0.0167507995721039,-0.0016129963201712,0.0309872459888506,0.0213016278258512,0.0345902221778927
ADI,2025-02-27,S - Sale+OE,-0.0005780053325932,1.1065381168991484,2025-02-19 07:00:00,-6,6,5.6,False,0.1707799349442771,-0.0006512010316414,0.0209833326637298,0.0268047341999973,-0.0138286177697946
ADI,2025-03-06,S - Sale,-0.0006366722717342,1.1127144973646126,2025-02-19 07:00:00,-11,11,5.6,False,,,,,
ADI,2025-03-06,S - Sale+OE,-0.0006366722717342,1.1127144973646126,2025-02-19 07:00:00,-11,11,5.6,False,,,,,
ADI,2025-03-12,S - Sale,-0.0006787694540452,1.1031394147744975,2025-02-19 07:00:00,-15,15,5.6,False,0.0243764577540468,-0.0158992268977032,-0.0083661841734485,-0.0391194556176592,-0.0387066108176224
ADI,2025-03-13,S - Sale,-0.0008612107355036,1.1037059897385908,2025-02-19 07:00:00,-16,16,5.6,False,-0.0123043115513566,0.0051929925178434,0.0245283952694485,-0.0133251657186962,-0.0182663037993512
ADI,2025-03-20,S - Sale,-7.203195379071282e-05,1.1105858132026192,2025-02-19 07:00:00,-21,21,5.6,False,-0.0098464151225699,-0.0286251988567986,-0.0141432957836238,-0.012518982953206,-0.0104459032296661
ADI,2025-03-05,S - Sale+OE,-0.0005666065133579,1.1155734032225193,2025-02-19 07:00:00,-10,10,5.6,False,0.195071044766335,-0.0007719746841199,0.008515524769258,-0.0423198890625467,-0.0469995202034995
ADI,2025-03-26,S - Sale,0.0001035608059735,1.1014753919419658,2025-02-19 07:00:00,-25,25,5.6,False,-0.0553521819067813,0.0062814660479813,0.002566376291302,-0.0811993077163504,-0.0671480186964136
ADI,2025-04-02,S - Sale+OE,8.800936263456518e-06,1.096278419498916,2025-02-19 07:00:00,-30,30,5.6,False,-0.0238765779612983,-0.0357712398739987,-0.0221583049757088,-0.0425014925280964,-0.0189476005728249
ADI,2025-04-17,S - Sale,-0.0005597405929389,1.0864547363660986,2025-05-22 07:00:00,24,24,9.37,True,-0.051695509359424,0.003872169872514,0.0161063072319825,0.035845016825214,0.0454495543618033
ADI,2025-05-02,S - Sale+OE,-0.0005787098872356,1.096479606361378,2025-05-22 07:00:00,14,14,9.37,True,0.023648884067946,0.0090826922867673,0.0321288376460784,0.0877126197677498,0.0291250496069251
ADI,2025-05-08,S - Sale,-0.0005252451683019,1.1745272981165245,2025-05-22 07:00:00,10,10,9.37,True,0.0334540769020207,0.0263559873961731,0.048591145258231,0.0396612543847142,-0.0006614804281431
ADP,2024-11-08,S - Sale+OE,0.0011140902782169,0.0908063213634697,2024-10-30 06:00:00,-7,7,5.32,False,0.0240393000117235,-0.0015894727410973,0.0044112875627816,-0.0283441656111953,-0.0073058698187975
ADP,2025-01-03,S - Sale,0.0008400828155916,0.181528116590281,2025-01-29 06:00:00,16,16,2.38,True,-0.0280128441108967,0.002993281044492,0.002643685416911,-0.0009714262068721,0.0033211410521472
ADP,2025-01-06,S - Sale+OE,0.0008207618285443,0.1802427880244957,2025-01-29 06:00:00,15,15,2.38,True,,,,,
ADP,2025-01-06,S - Sale,0.0008207618285443,0.1802427880244957,2025-01-29 06:00:00,15,15,2.38,True,,,,,
ADP,2025-01-07,S - Sale+OE,0.0007706364199318,0.1815544023741719,2025-01-29 06:00:00,14,14,2.38,True,-0.0355521276826793,0.0185137899536281,0.003433176949093,0.0272632318777874,0.0394072408168557
ADP,2025-01-08,S - Sale+OE,0.0008135888999994,0.1866143819570487,2025-01-29 06:00:00,13,13,2.38,True,-0.0107917764591296,0.0113911999879198,0.0079314336810053,0.0198407756472664,0.0211181702606631
ADP,2025-01-14,S - Sale+OE,0.0008125614630486,0.1858544441832303,2025-01-29 06:00:00,10,10,2.38,True,-0.0208883625660504,0.005138230921931,0.0119350754683209,0.0087726314509487,0.0431268305174238
ADP,2025-01-15,S - Sale+OE,0.0007728197283981,0.1880439372158839,2025-01-29 06:00:00,9,9,2.38,True,-0.0155554017292355,0.0110199616984448,0.0072398159663379,0.0042002296969468,0.0269167418155528
ADP,2025-02-04,S - Sale,0.0008260614945179,0.2148030730371782,2025-01-29 06:00:00,-4,4,2.38,False,,,,,
ADP,2025-02-04,S - Sale+OE,0.0008260614945179,0.2148030730371782,2025-01-29 06:00:00,-4,4,2.38,False,,,,,
ADP,2025-02-12,S - Sale+OE,0.00080502046764,0.2026396181376743,2025-01-29 06:00:00,-10,10,2.38,False,0.0239615392511301,0.009765077208746,0.0014629491961884,0.0118651201315564,0.0281964783930639
ADP,2025-03-12,S - Sale+OE,0.0010339977372912,0.1537665909681371,2025-01-29 06:00:00,-29,29,2.38,False,-0.0605190336742838,-0.0073203844124021,0.0121659596932813,0.0040296304800564,0.0372737442197486
ADP,2025-04-02,S - Sale,0.0012501418966202,0.1720446045510786,2025-04-30 06:00:00,19,19,2.93,True,0.0313802057742449,0.0025390131159785,-0.0703503457975926,-0.0231131250822434,-0.0478574068587882
ADP,2025-04-14,S - Sale+OE,0.000886992156711,0.2109413388147117,2025-04-30 06:00:00,11,11,2.93,True,0.0098836655494892,-0.0078823901244394,-0.0189938858535505,-0.0287842201708639,-0.0133795548649716
ADP,2025-05-14,S - Sale+OE,0.0013818982849036,0.3657782698929662,2025-04-30 06:00:00,-10,10,2.93,False,-0.0180926055005905,0.0200367623142028,0.0376849340705556,0.0355166264090125,0.0364488291496683
AMAT,2025-02-25,S - Sale,-0.0020130859426986,1.6967668189531304,2025-02-13 16:00:00,-7,7,3.67,False,0.0068669169353087,0.0225554396302561,-0.0152220005978771,0.0393685701499409,0.0858473387034123
AMAT,2025-04-03,S - Sale,-0.0022061363915162,1.6590210812694377,2025-05-15 16:00:00,29,29,3.45,True,-0.0130072932692636,0.0539245537431835,0.1095404926460393,0.0844854350809317,0.0919766150340603
AMAT,2025-04-07,P - Purchase,-0.0019281656180105,1.6432303535060218,2025-05-15 16:00:00,27,27,3.45,True,0.042140740846137,0.0547362897592074,0.0304126604613657,0.0292506841475496,0.0291040267961559
AMZN,2024-11-05,S - Sale,-8.967525249826698e-05,1.0960506534042356,2024-10-31 16:00:00,-3,3,25.22,False,0.0539116976931777,0.0092451114207671,-0.0026822144634067,0.0067249699926677,-0.0196755891522681
AMZN,2024-11-06,S - Sale,-0.00014474798893,1.0969404338022886,2024-10-31 16:00:00,-4,4,25.22,False,0.065396889096667,0.0037219896749143,-0.0129951894048904,0.0036889123990711,0.0026880519163217
AMZN,2024-11-08,S - Sale,-3.298659084212738e-05,1.09893926153048,2024-10-31 16:00:00,-6,6,25.22,False,0.0632814949396175,-0.0098573726521123,0.0218502312013307,-0.0116712683032723,-0.006120455699431
AMZN,2024-11-12,S - Sale,-3.0135860190326505e-05,1.0959023575831548,2024-10-31 16:00:00,-8,8,25.22,False,0.0479515293968774,0.0387775556903185,0.0161921208566149,-0.0296071854869651,0.0151673133104879
AMZN,2024-11-14,S - Sale,1.3182341998795367e-05,1.0895095875790244,2024-10-31 16:00:00,-10,10,25.22,False,0.0940560045343482,-0.0228560202885182,-0.030804719622588,-0.0687616746373089,-0.0075643957296309
AMZN,2024-11-19,S - Sale+OE,8.364982738990077e-05,1.088706285186431,2024-10-31 16:00:00,-13,13,25.22,False,0.0530257946326361,-0.0043075753694717,-0.035159535379174,0.0062400303664678,0.0613751173754943
AMZN,2024-11-25,S - Sale,-8.377902380529245e-05,1.0913211247960366,2024-10-31 16:00:00,-17,17,25.22,False,,,,,
AMZN,2024-11-25,S - Sale+OE,-8.377902380529245e-05,1.0913211247960366,2024-10-31 16:00:00,-17,17,25.22,False,,,,,
AMZN,2024-12-04,S - Sale,0.0002872084069816,1.1110327724516953,2024-10-31 16:00:00,-23,23,25.22,False,-0.0192988319160379,0.019959263320561,0.042515215357842,0.0368750646612996,0.036664252432548
AMZN,2024-12-06,S - Sale,0.0003412775078467,1.117893010884488,2024-10-31 16:00:00,-25,25,25.22,False,0.0223755315464384,0.0199883994507882,0.0233642515174576,0.0263519489402715,0.0074080459637946
AMZN,2024-12-11,S - Sale,0.0001544737539333,1.1186488370759489,2024-10-31 16:00:00,-28,28,25.22,False,0.0616363947254048,0.0049038158187572,0.0068303712306451,0.0055005307485287,-0.0052632530452859
AMZN,2025-02-14,S - Sale,0.0001829872401593,1.1052370006717729,2025-02-06 16:00:00,-6,6,25.36,False,-0.0206813998551395,-0.0120145748704271,-0.0229721404626849,-0.0433383052761698,-0.0303537992675726
AMZN,2025-02-19,S - Sale+OE,0.0001447516687707,1.1128479663492872,2025-02-06 16:00:00,-8,8,25.36,False,-0.0683680376306968,-0.0125472186177064,-0.0210216010857171,0.0018622784183255,0.0107447785534978
AMZN,2025-02-25,S - Sale,0.000129518397333,1.1117942081837322,2025-02-06 16:00:00,-12,12,25.36,False,,,,,
AMZN,2025-02-25,S - Sale+OE,0.000129518397333,1.1117942081837322,2025-02-06 16:00:00,-12,12,25.36,False,,,,,
AMZN,2025-03-05,S - Sale,0.0003057059741336,1.0662536629230084,2025-02-06 16:00:00,-18,18,25.36,False,-0.043097987528535,-0.0028167590723454,0.0008697488314667,-0.0002610957306422,0.0058318550998954
AMZN,2025-04-03,S - Sale,9.876834369629328e-05,1.077334626623379,2025-05-01 16:00:00,19,19,16.77,True,-0.0078214290580225,-0.0045532734313745,0.0159999721052322,-0.0028820643561394,-0.0248331604887304
AMZN,2025-05-05,S - Sale,0.000324513130931,1.1333352116379976,2025-05-01 16:00:00,-2,2,16.77,False,-0.0352886144434257,-0.0087139201390708,0.017976736741394,0.0073448520995,0.0073461813576937
AMZN,2025-05-14,S - Sale,8.516349924708852e-05,1.074911677207732,2025-05-01 16:00:00,-9,9,16.77,False,0.0203844769744998,-0.0354252634115163,-0.0365755275787142,-0.0351356745506229,-0.0370652382761444
AMZN,2025-05-19,S - Sale+OE,-8.04758410865299e-05,1.068769422787029,2025-07-31 16:00:00,8,8,27.19,True,-0.0126220924467865,-0.0034005010087682,0.0045589811961202,0.0032289936693016,0.0034161873397698
AMZN,2025-05-23,S - Sale+OE,0.0001356763184093,1.0833673767741463,2025-07-31 16:00:00,4,4,27.19,True,0.0120476709762459,0.0002673448174792,-0.0024550483136165,-0.0020352666261799,-0.0020352666261799
ANET,2024-11-05,S - Sale+OE,0.0012580892473757,1.680381332307861,2024-11-07 16:00:00,2,2,15.31,True,,,,,
ANET,2024-11-05,S - Sale,0.0012580892473757,1.680381332307861,2024-11-07 16:00:00,2,2,15.31,True,,,,,
ANET,2024-11-06,S - Sale+OE,0.0011803450989071,1.6828953727050893,2024-11-07 16:00:00,1,1,15.31,True,-0.0251375863376456,-0.0142887186691086,-0.0979732240223102,-0.107007712511964,-0.0701386613568402
ANET,2024-11-08,S - Sale,0.0012599988364086,1.6890345906805542,2024-11-07 16:00:00,-1,1,15.31,False,-0.0172201414962629,-0.073702743728144,-0.0858300881235829,-0.1148373415899809,-0.0628830038760468
ANET,2024-11-25,S - Sale,0.0007418317266119,1.670769113514273,2024-11-07 16:00:00,-12,12,15.31,False,-0.050156336509699,-0.0115493117122562,-0.0229547445003684,-0.0155769294315098,0.0129779250149048
ANET,2024-12-04,S - Sale,0.0008333655412808,1.6487746930001688,2024-11-07 16:00:00,-18,18,15.31,False,0.0182054080915724,0.0105262827989782,-0.0025042321765872,0.0387884207167859,0.0457303637669107
ANET,2024-12-10,S - Sale+OE,0.0005252028470818,1.6441868698638324,2024-11-07 16:00:00,-22,22,15.31,False,0.0470157800475954,-0.0133455950039247,0.0425700902301404,0.0747724894706233,0.0670386012247638
ANET,2024-12-11,S - Sale,0.0004507379127048,1.6452940376477665,2024-11-07 16:00:00,-23,23,15.31,False,0.028834919657731,0.0010073272393725,0.066110166170998,0.0825422253567657,0.0813395263780446
ANET,2025-01-06,S - Sale,0.0007781428068155,1.6177593805759165,2025-02-18 16:00:00,28,28,13.96,True,0.0250385289808056,0.010746735106136,0.0282142519973659,0.0428225422983655,0.0796330615139486
ANET,2025-01-08,S - Sale+OE,0.0009059650755034,1.6048969621809726,2025-02-18 16:00:00,26,26,13.96,True,0.0469788585327922,0.0018915171030887,0.0073800461801529,0.021489715491605,-0.0785563027354696
ANET,2025-01-23,S - Sale,0.0008693687630442,1.5962104543537283,2025-02-18 16:00:00,17,17,13.96,True,0.0826133960595147,-0.0023705350961857,-0.1487367553116434,-0.0627098481412071,-0.1179119241444002
ANET,2025-02-05,S - Sale,0.0010858703999143,1.567163581687534,2025-02-18 16:00:00,8,8,13.96,True,-0.0242851287538851,0.0131602525166698,0.0595516997233771,-0.0846943477378875,-0.1459962703132183
ANET,2025-02-10,S - Sale+OE,0.0009524262913552,1.5675948979603551,2025-02-18 16:00:00,5,5,13.96,True,0.0177331596256313,-0.0249715325105345,-0.1451409162393363,-0.1730533689625712,-0.1905420509220858
ANET,2025-02-18,S - Sale,0.0012455236797628,1.5261529243692966,2025-02-18 16:00:00,0,0,13.96,False,-0.0304885787253967,-0.029819905700143,-0.0459807946518491,-0.050515123345802,-0.1198479897531541
ANET,2025-02-21,S - Sale,0.0014832938683011,1.5274384913152723,2025-02-18 16:00:00,-3,3,13.96,False,-0.1470486853651428,-0.0172655677926525,-0.0037948256525714,-0.0598002307638552,-0.0509202604920852
ANET,2025-02-25,S - Sale,0.0014339550817876,1.5215197676418115,2025-02-18 16:00:00,-5,5,13.96,False,-0.173488072012095,0.0535104721855432,0.0343916347661402,-0.0262695367162847,0.020126647527642
ANET,2025-02-26,S - Sale,0.0004391535434142,1.715264307228406,2025-02-18 16:00:00,-6,6,13.96,False,-0.1566802656556982,0.0302260771777342,-0.0129214528455425,-0.0311016998096065,0.0411229760156679
ANET,2025-02-28,S - Sale,0.0007091845719991,1.7262914563369145,2025-02-18 16:00:00,-8,8,13.96,False,-0.1689824841228354,-0.0127396880856385,-0.0429414976823898,-0.0639800282043021,-0.0240535138349839
ANET,2025-03-05,S - Sale,0.0013009134471699,1.6978105656907598,2025-02-18 16:00:00,-11,11,13.96,False,-0.1342130144086438,0.0040652757537106,-0.0237460840406784,0.0175526556037839,0.0007709490807934
ANET,2025-03-10,S - Sale+OE,0.0013205226864556,1.684160252502969,2025-02-18 16:00:00,-14,14,13.96,False,-0.0962618407054132,0.0185012264145064,0.0379229302535265,0.0320801091075756,-0.0004643514957048
ANET,2025-04-03,S - Sale,-0.0001358442261905,1.737299954299239,2025-05-06 16:00:00,22,22,9.98,True,-0.0246597038239473,-0.0026971917852929,0.1117326037221836,-0.0103575412402123,-0.0348041665709644
ANET,2025-04-09,S - Sale+OE,7.902226181319525e-05,1.7279334903432728,2025-05-06 16:00:00,18,18,9.98,True,,,,,
ANET,2025-04-09,S - Sale,7.902226181319525e-05,1.7279334903432728,2025-05-06 16:00:00,18,18,9.98,True,,,,,
ANET,2025-04-24,S - Sale,0.0006471690996386,1.7093230582180865,2025-05-06 16:00:00,8,8,9.98,True,-0.0373122209237603,0.0290709807867773,0.0560970762321341,0.1269309518317109,0.0930069392959626
ANET,2025-05-05,S - Sale,0.0002657920504109,1.7150609977139388,2025-05-06 16:00:00,1,1,9.98,True,0.1005103070893723,0.0243441024996217,-0.046300382136364,-0.05030738591291,-0.0694641088534771
ANET,2025-05-08,S - Sale+OE,0.000667363230599,1.6832368651083909,2025-05-06 16:00:00,-2,2,9.98,False,0.0478049500390392,-0.0185445833645338,0.0002342745418796,-0.0278133103337238,-0.0611147410881693
ANET,2025-05-23,S - Sale,-0.0001312934302679,1.411248825090195,2025-08-05 16:00:00,4,4,12.38,True,-0.0500152093644388,-0.0005036904435529,-0.0104260226955972,-0.0771917214177906,-0.0771917214177906
APP,2024-11-14,S - Sale,0.0052496788412725,1.790826633407075,2024-11-06 16:00:00,-6,6,19.64,False,0.5266060746157786,0.0660967520480322,0.1278008623313153,0.1489616967316596,0.1632725181952225
APP,2024-11-22,S - Sale,0.0057185825750234,1.782699922513049,2024-11-06 16:00:00,-12,12,19.64,False,,,,,
APP,2024-11-22,S - Sale+OE,0.0057185825750234,1.782699922513049,2024-11-06 16:00:00,-12,12,19.64,False,,,,,
APP,2024-11-25,S - Sale+OE,0.005645434092628,1.7787373733261114,2024-11-06 16:00:00,-13,13,19.64,False,0.6822064653700043,-0.036543263629009,-0.0307333192032209,0.0238659747960837,-0.1685335529625929
APP,2024-11-26,S - Sale,0.0056515485356384,1.780479745603594,2024-11-06 16:00:00,-14,14,19.64,False,0.6233174225400376,0.0162876745605475,0.0208329826884352,0.114467714640434,-0.0847614896929665
APP,2024-11-29,S - Sale,0.0058637167303406,1.7815661121738136,2024-11-06 16:00:00,-16,16,19.64,False,0.075372887316877,0.0043241523029613,0.0463268585168399,-0.0448096508357059,-0.123218618803961
APP,2024-12-02,S - Sale,0.0059638743420886,1.753180256328443,2024-11-06 16:00:00,-17,17,19.64,False,0.0976031722111469,0.0517947142376404,0.0929743331516089,-0.1266484020690987,-0.0829280177810288
APP,2024-12-03,S - Sale,0.0056299355231269,1.7307127827252755,2024-11-06 16:00:00,-18,18,19.64,False,0.0858984377375144,0.0550183116373581,0.1063431205426867,-0.1249312568678839,-0.0779253937356309
APP,2024-12-05,S - Sale,0.0056697197226424,1.784389787610534,2024-11-06 16:00:00,-20,20,19.64,False,0.1499459713555592,0.0509054396696668,-0.1544619559792065,-0.1807591953993182,-0.1719772496184974
APP,2024-12-10,S - Sale,0.0083513138932192,1.964942977916268,2024-11-06 16:00:00,-23,23,19.64,False,,,,,
APP,2024-12-10,S - Sale+OE,0.0083513138932192,1.964942977916268,2024-11-06 16:00:00,-23,23,19.64,False,,,,,
APP,2024-12-11,S - Sale,0.008221144185201,1.9660650247586071,2024-11-06 16:00:00,-24,24,19.64,False,-0.1718197804209539,-0.0202660851969541,-0.008721161092929,0.0133053898258508,-0.060515285679347
APP,2024-12-12,S - Sale+OE,0.0081379687163072,1.9580459761020723,2024-11-06 16:00:00,-25,25,19.64,False,,,,,
APP,2024-12-12,S - Sale,0.0081379687163072,1.9580459761020723,2024-11-06 16:00:00,-25,25,19.64,False,,,,,
APP,2024-12-23,S - Sale,0.0087896627510719,1.8684257337153076,2024-11-06 16:00:00,-32,32,19.64,False,-0.1121058425935699,-0.0585432491669528,-0.0662811872201503,-0.0289678668573663,-0.1294227754685065
APP,2025-02-24,S - Sale,0.0067722007687919,2.023796673133366,2025-02-12 16:00:00,-7,7,37.53,False,0.0633233060560187,-0.0546826514883293,-0.1944562247664855,-0.3439905898789989,-0.2151115059870409
APP,2025-03-04,S - Sale+OE,0.0070955386584878,2.0121794269739866,2025-02-12 16:00:00,-13,13,37.53,False,-0.0156170656714331,-0.0946811543293582,-0.2123377521939615,-0.1061427174898371,-0.0385450963474527
APP,2025-03-12,S - Sale,0.0071549065059788,2.0043976937703687,2025-02-12 16:00:00,-19,19,37.53,False,-0.4232965685362844,0.0558816364239738,0.1076218326347484,0.1116503994398891,0.0243237415657973
APP,2025-05-14,S - Sale+OE,0.0075052981272725,1.9661744026846537,2025-05-07 16:00:00,-5,5,15.78,False,0.0420723461536686,-0.0345806077958849,-0.0489675963311145,-0.0743247009842663,-0.0370508251230588
APP,2025-05-15,S - Sale,0.00757458963728,1.9649364375796217,2025-05-07 16:00:00,-6,6,15.78,False,,,,,
APP,2025-05-15,S - Sale+OE,0.00757458963728,1.9649364375796217,2025-05-07 16:00:00,-6,6,15.78,False,,,,,
APP,2025-05-21,S - Sale,0.0076859356894311,1.9661635903302104,2025-08-06 16:00:00,6,6,1.71,True,0.023198549544403,-0.0253232306800465,-0.0053997069274049,0.0311518373393571,0.0311518373393571
APP,2025-05-22,S - Sale+OE,0.0078480695937363,1.9722965766493523,2025-08-06 16:00:00,5,5,1.71,True,,,,,
APP,2025-05-22,S - Sale,0.0078480695937363,1.9722965766493523,2025-08-06 16:00:00,5,5,1.71,True,,,,,
APP,2025-05-28,S - Sale,0.0083857525463368,1.9807877986041984,2025-08-06 16:00:00,2,2,1.71,True,-0.0269226892922317,-0.0053130477832067,0.015540673191688,0.015540673191688,0.015540673191688
AVGO,2024-12-19,S - Sale,-0.0001510245620394,1.991140394042534,2024-12-12 16:00:00,-5,5,2.04,False,0.3421729072400738,-0.0305786058689864,0.0100643829571437,0.0500930337526556,0.0231299302879193
AVGO,2024-12-26,S - Sale,-0.0001202351392945,1.99578591978406,2024-12-12 16:00:00,-9,9,2.04,False,0.3510033011158122,0.0400387945565197,0.0407121077228458,0.0118279760113846,0.0038387647951292
AVGO,2024-12-27,S - Sale,-0.0001396460735073,1.991985854619899,2024-12-12 16:00:00,-10,10,2.04,False,0.3390743678137635,0.0151098459962412,0.0157423333735358,-0.0210033223941969,0.0030664614200717
AVGO,2025-01-06,S - Sale,-0.0003282533306879,2.022809473072666,2024-12-12 16:00:00,-15,15,2.04,False,-0.0056385928249499,-0.0024774982197976,0.0133708582761239,0.0180427383407,0.0211565273616236
AVGO,2025-01-08,S - Sale,-0.000189499780971,2.029831877849259,2024-12-12 16:00:00,-17,17,2.04,False,0.0191819407109701,0.0042445043240925,0.0280369642222641,0.0242913004516732,-0.1045876442885145
AVGO,2025-01-10,S - Sale,-0.000135536536396,2.0270035738089707,2024-12-12 16:00:00,-18,18,2.04,False,0.0536824827475376,0.0113445815703541,-0.00908091179842,0.0197465774134634,-0.0636225518091956
AVGO,2025-03-26,S - Sale,0.0011793006297356,2.125369245382785,2025-03-06 16:00:00,-14,14,6.11,False,0.00620020797196,-0.0360729839693841,-0.0047792670040204,0.0765815001500738,0.1113865365682385
AVGO,2025-03-28,S - Sale,0.0013333763897508,2.1445314033297724,2025-03-06 16:00:00,-16,16,6.11,False,-0.0928626662051313,0.0399216993349331,0.0193108509022668,0.1643984310058137,0.1671567650328809
AVGO,2025-04-15,S - Sale,0.0017665454863852,2.066122170484612,2025-03-06 16:00:00,-28,28,6.11,False,0.095866050460759,0.0399156315205635,0.0200412599531493,-0.0052097673302983,-0.0267147244773347
AVGO,2025-04-16,S - Sale,0.0018108729204564,2.06331558337722,2025-03-06 16:00:00,-29,29,6.11,False,0.1050278222186994,0.0173013897394166,0.0401813182311435,-0.0079843494797995,-0.0167566178051239
AVGO,2025-05-16,S - Sale,0.0017909778970052,1.75170502084336,2025-06-05 16:00:00,9,9,0.59,True,0.0011357843315327,-0.028167362751989,0.0023795334774932,0.0069495148618082,0.0217232180596041
CRM,2024-11-04,S - Sale,-0.0002485260519726,0.929880966015328,2024-12-03 16:00:00,20,20,-1.47,True,0.0274664715102683,-0.0002860663834222,0.0383818284179256,0.0799726989315889,0.1179253086743386
CRM,2024-11-06,S - Sale+OE,-0.0001753110686006,0.9355006263869596,2024-12-03 16:00:00,18,18,-1.47,True,0.0214195611342954,0.0029161918524337,0.0992248080285969,0.081382767593219,0.1125444742515003
CRM,2024-11-22,S - Sale+OE,-0.0002770914998133,0.8994962508225997,2024-12-03 16:00:00,6,6,-1.47,True,0.102250377862273,0.0173800882391304,-0.0193938500741546,-0.0319463168059669,0.0320474386690017
CRM,2024-11-25,S - Sale+OE,-0.0002576828388638,0.8998749950899376,2024-12-03 16:00:00,5,5,-1.47,True,0.1049454088854575,-0.0040565805046983,-0.04408120766952,0.0311939987833524,0.0031850760626826
CRM,2024-11-26,S - Sale,-0.0003515736661199,0.9016139480841596,2024-12-03 16:00:00,4,4,-1.47,True,0.1098432682685656,-0.0259715885094863,-0.0331399811841202,0.0372066423118302,0.012411003077946
CRM,2024-12-20,S - Sale+OE,1.714739464178639e-05,0.8937848316642397,2024-12-03 16:00:00,-13,13,-1.47,False,,,,,
CRM,2024-12-20,S - Sale,1.714739464178639e-05,0.8937848316642397,2024-12-03 16:00:00,-13,13,-1.47,False,,,,,
CRM,2024-12-23,S - Sale+OE,0.0001614375749192,0.8923682328180371,2024-12-03 16:00:00,-14,14,-1.47,False,0.035307897085322,-0.0188309759906121,-0.0228136448368121,-0.0263919057060325,-0.0610629429618305
CRM,2024-12-26,S - Sale+OE,0.0002110391900459,0.8975030526880984,2024-12-03 16:00:00,-16,16,-1.47,False,,,,,
CRM,2024-12-26,S - Sale,0.0002110391900459,0.8975030526880984,2024-12-03 16:00:00,-16,16,-1.47,False,,,,,
CRM,2024-12-27,S - Sale,0.0002981808816668,0.8970461862449604,2024-12-03 16:00:00,-17,17,-1.47,False,-0.0666767361891864,0.0034998379631301,0.0094982001865058,-0.0283078226882825,-0.0385666334508542
CRM,2025-01-03,S - Sale+OE,-2.6356766349771785e-05,0.8894438385172407,2024-12-03 16:00:00,-21,21,-1.47,False,-0.0379698743178686,-0.0089249997279469,-0.0205769919593865,-0.0264707426330338,-0.0225377456373474
CRM,2025-01-16,S - Sale+OE,-3.780094955562277e-05,0.9242801273279077,2025-02-26 16:00:00,27,27,6.43,True,-0.0379036254032418,0.00495423597485,0.0060569323754362,0.0183739717934078,0.0735260856353332
CRM,2025-01-23,S - Sale+OE,-8.127236070218575e-05,0.9005155666024098,2025-02-26 16:00:00,23,23,6.43,True,-0.0264901158183579,0.006432117705208,0.0926113920122527,0.0462579356818606,0.0005314087099553
CRM,2025-02-04,S - Sale+OE,-8.470463416346995e-05,0.908031239302952,2025-02-26 16:00:00,15,15,6.43,True,,,,,
CRM,2025-02-04,S - Sale,-8.470463416346995e-05,0.908031239302952,2025-02-26 16:00:00,15,15,6.43,True,,,,,
CRM,2025-02-19,S - Sale+OE,-0.0002515239118905,0.8803710684654722,2025-02-26 16:00:00,5,5,6.43,True,-0.0864225974113249,-0.0282972154675455,-0.0296509511446068,-0.0425068974580174,-0.0446093129077187
CRM,2025-02-24,S - Sale+OE,-0.000142234686219,0.8653756089952731,2025-02-26 16:00:00,2,2,6.43,True,-0.0929716752171486,0.0097914984132955,-0.0077564537487883,-0.0111718345633166,-0.0172512167278466
CRM,2025-02-25,S - Sale+OE,-0.0001274996510133,0.8649059443854696,2025-02-26 16:00:00,1,1,6.43,True,-0.0901904129434151,0.0065436627075437,-0.0136990379635392,-0.0341895764027846,-0.021067336807357
CRM,2025-02-26,S - Sale,0.0002729660495307,0.7933611151786093,2025-02-26 16:00:00,0,0,6.43,False,-0.1033647887541462,-0.0162101405250356,-0.0148668707064095,-0.0443846995409807,-0.0290041535386564
CRM,2025-03-03,P - Purchase,0.0002401503187457,0.8133863030727626,2025-02-26 16:00:00,-3,3,6.43,False,-0.0596174084167616,-0.0117451423028612,-0.0240968468275251,-0.0230515628610531,-0.0146849892864571
CRM,2025-03-04,S - Sale+OE,0.0005584590739384,0.7750410260482901,2025-02-26 16:00:00,-4,4,6.43,False,-0.055289654113382,-0.0131165409091506,-0.0308053270109509,-0.0254960939294926,-0.0245495178977953
